393000,99204
394000,99452
395000,99708
396000,99960
397000,100212
398000,100468
399000,100720
400000,100972
401000,101224
402000,101476
403000,101728
404000,101976
405000,102232
406000,102484
407000,102736
408000,102996
409000,103244
410000,103500
411000,103752
412000,104004
413000,104256
414000,104504
415000,104760
416000,105012
417000,105268
418000,105520
419000,105772
420000,106024
421000,106276
422000,106528
423000,106776
424000,107028
425000,107284
426000,107532
427000,107788
428000,108044
429000,108292
430000,108548
431000,108800
432000,109048
433000,109300
434000,109548
435000,109804
436000,110056
437000,110308
438000,110560
439000,110812
440000,111068
441000,111320
442000,111568
443000,111820
444000,112072
445000,112328
446000,112580
447000,112832
448000,113084
449000,113340
450000,113592
451000,113844
452000,114096
453000,114344
454000,114596
455000,114852
456000,115108
457000,115356
458000,115608
459000,115864
460000,116112
461000,116368
462000,116620
463000,116868
464000,117120
465000,117372
466000,117632
467000,117884
468000,118132
469000,118384
470000,118640
471000,118892
472000,119144
473000,119396
474000,119648
475000,119904
476000,120156
477000,120408
478000,120660
479000,120912
480000,121164
481000,121420
482000,121672
483000,121924
484000,122172
485000,122428
486000,122684
487000,122932
488000,123184
489000,123436
490000,123688
491000,123944
492000,124196
493000,124448
494000,124700
495000,124952
496000,125208
497000,125460
498000,125708
499000,125960
500000,126212
501000,126468
502000,126720
503000,126972
504000,127228
505000,127476
506000,127732
507000,127984
508000,128236
509000,128484
510000,128736
511000,128996
512000,129244
513000,129496
514000,129752
515000,130000
516000,130256
517000,130508
518000,130756
519000,131008
520000,131260
521000,131516
522000,131772
523000,132028
524000,132276
525000,132528
526000,132784
527000,133036
528000,133284
529000,133536
530000,133788
531000,134044
532000,134296
533000,134552
534000,134804
535000,135056
536000,135308
537000,135560
538000,135812
539000,136060
540000,136308
541000,136564
542000,136820
543000,137076
544000,137324
545000,137576
546000,137832
547000,138084
548000,138332
549000,138584
550000,138832
551000,139084
552000,139344
553000,139596
554000,139848
555000,140100
556000,140348
557000,140604
558000,140856
559000,141108
560000,141364
561000,141616
562000,141868
563000,142128
564000,142380
565000,142632
566000,142880
567000,143136
568000,143384
569000,143636
570000,143888
571000,144136
572000,144392
573000,144652
574000,144900
575000,145152
576000,145400
577000,145656
578000,145908
579000,146156
580000,146408
581000,146660
582000,146920
583000,147172
584000,147428
585000,147676
586000,147928
587000,148184
588000,148432
589000,148684
590000,148936
591000,149188
592000,149448
593000,149696
594000,149952
595000,150204
596000,150456
597000,150708
598000,150960
599000,151212
600000,151464
601000,151712
602000,151972
603000,152224
604000,152480
605000,152732
606000,152980
607000,153236
608000,153488
609000,153736
610000,153988
611000,154244
612000,154496
613000,154748
614000,155000
615000,155252
616000,155504
617000,155760
618000,156008
619000,156260
620000,156512
621000,156768
622000,157020
623000,157272
624000,157524
625000,157780
626000,158032
627000,158284
628000,158536
629000,158788
630000,159036
631000,159292
632000,159544
633000,159796
634000,160048
635000,160300
636000,160552
637000,160808
638000,161060
639000,161312
640000,161564
641000,161816
642000,162068
643000,162324
644000,162572
645000,162824
646000,163080
647000,163328
648000,163584
649000,163836
650000,164088
651000,164340
652000,164592
653000,164844
654000,165096
655000,165348
656000,165600
657000,165852
658000,166108
659000,166356
660000,166612
661000,166864
662000,167112
663000,167368
664000,167616
665000,167868
666000,168120
667000,168220
668000,168480
669000,168736
670000,168988
671000,169240
672000,169488
673000,169744
674000,169992
675000,170244
676000,170496
677000,170748
678000,171000
679000,171260
680000,171512
681000,171760
682000,172012
683000,172268
684000,172516
685000,172768
686000,173020
687000,173272
688000,173524
689000,173780
690000,174032
691000,174284
692000,174536
693000,174788
694000,175040
695000,175292
696000,175544
697000,175796
698000,176052
699000,176304
700000,176556
701000,176808
702000,177060
703000,177316
704000,177564
705000,177816
706000,178068
707000,178316
708000,178576
709000,178828
710000,179080
711000,179332
712000,179584
713000,179840
714000,180088
715000,180340
716000,180592
717000,180848
718000,181100
719000,181352
720000,181608
721000,181856
722000,182108
723000,182364
724000,182616
725000,182864
726000,183116
727000,183372
728000,183624
729000,183876
730000,184132
731000,184384
732000,184632
733000,184884
734000,185140
735000,185392
736000,185640
737000,185896
738000,186148
739000,186404
740000,186652
741000,186908
742000,187160
743000,187412
744000,187664
745000,187916
746000,188172
747000,188424
748000,188676
749000,188932
750000,189180
751000,189436
752000,189688
753000,189940
754000,190196
755000,190444
756000,190700
757000,190952
758000,191200
759000,191456
760000,191708
761000,191964
762000,192212
763000,192464
764000,192720
765000,192968
766000,193224
767000,193476
768000,193728
769000,193980
770000,194232
771000,194484
772000,194736
773000,194988
774000,195240
775000,195496
776000,195748
777000,196000
778000,196248
779000,196504
780000,196756
781000,197012
782000,197260
783000,197512
784000,197768
785000,198024
786000,198272
787000,198524
788000,198772
789000,199028
790000,199280
791000,199528
792000,199784
793000,200036
794000,200292
795000,200544
796000,200796
797000,201048
798000,201296
799000,201552
800000,201804
801000,202056
802000,202308
803000,202560
804000,202820
805000,203068
806000,203320
807000,203572
808000,203824
809000,204076
810000,204328
811000,204580
812000,204832
813000,205084
814000,205340
815000,205592
816000,205844
817000,206096
818000,206344
819000,206596
820000,206852
821000,207104
822000,207360
823000,207612
824000,207864
825000,208120
826000,208372
827000,208620
828000,208872
829000,209124
830000,209380
831000,209628
832000,209884
833000,210140
834000,210388
835000,210644
836000,210896
837000,211148
838000,211400
839000,211656
840000,211912
841000,212160
842000,212412
843000,212668
844000,212920
845000,213176
846000,213428
847000,213676
848000,213928
849000,214180
850000,214436
851000,214684
852000,214936
853000,215192
854000,215444
855000,215700
856000,215952
857000,216200
858000,216452
859000,216704
860000,216960
861000,217212
862000,217460
863000,217720
864000,217972
865000,218228
866000,218480
867000,218728
868000,218980
869000,219232
870000,219484
871000,219736
872000,219988
873000,220244
874000,220500
875000,220756
876000,221004
877000,221256
878000,221508
879000,221760
880000,222016
881000,222268
882000,222520
883000,222772
884000,223028
885000,223280
886000,223532
887000,223784
888000,224032
889000,224284
890000,224540
891000,224788
892000,225044
893000,225296
894000,225548
895000,225804
896000,226056
897000,226308
898000,226556
899000,226808
900000,227064
901000,227312
902000,227568
903000,227820
904000,228076
905000,228328
906000,228580
907000,228832
908000,229080
909000,229332
910000,229584
911000,229840
912000,230092
913000,230344
914000,230596
915000,230848
916000,231104
917000,231356
918000,231608
919000,231856
920000,232108
921000,232368
922000,232616
923000,232868
924000,233120
925000,232224
926000,232476
927000,232728
928000,232984
929000,233236
930000,233488
931000,233744
932000,233992
933000,234244
934000,234496
935000,234744
936000,235004
937000,235256
938000,235508
939000,235760
940000,236012
941000,236264
942000,236516
943000,236768
944000,237016
945000,237268
946000,237528
947000,237784
948000,238036
949000,238284
950000,238536
951000,238792
952000,239044
953000,239292
954000,239544
955000,239796
956000,240056
957000,240308
958000,240560
959000,240812
960000,241060
961000,241316
962000,241568
963000,241820
964000,242068
965000,242320
966000,242580
967000,242836
968000,243088
969000,243336
970000,243588
971000,243844
972000,244096
973000,244344
974000,244596
975000,244848
976000,245108
977000,245360
978000,245612
979000,245864
980000,246112
981000,246368
982000,246620
983000,246872
984000,247124
985000,247372
986000,247632
987000,247888
988000,248140
989000,248388
990000,248640
991000,248896
992000,249144
993000,249396
994000,249648
995000,249900
996000,250156
997000,250404
998000,250660
999000,250912
1000000,251160
